"scenario_id","method","x1","t_label","med_ratio","q25_ratio","q75_ratio","baseline","n","cens","cens_lab","grid_type","grid_lab","J","k","arm"
5,"sim100",1.5,"S10",0.941461412364441,0.890304339935887,1.00717468359409,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",0,"S90",1.00134580761456,0.972056995437585,1.02967799455319,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",0,"S75",0.992712018004197,0.961190283406293,1.0200213051182,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",0,"S50",0.988775370590628,0.960408910444258,1.01564252493831,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",0,"S25",0.984271855312976,0.955452074870057,1.01108471156168,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",0,"S10",0.977402664350831,0.950225131998162,1.00597252125693,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",1.5,"S90",0.997351458764166,0.966961642179874,1.02809650903167,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",1.5,"S75",0.997351458764166,0.966961642179874,1.02809650903167,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",1.5,"S50",0.983735686432589,0.956381853164177,1.01358179557685,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",1.5,"S25",0.978904524224974,0.950124042873277,1.01016856598731,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim500",1.5,"S10",0.986336468015569,0.95504235806027,1.01888874101715,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",0,"S90",1.0133883763817,1.01193875126982,1.01578206063179,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",0,"S75",1.23771176624049,1.21900576303081,1.2557329321111,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",0,"S50",1.33965982247934,1.32104048924207,1.35740587538751,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
